Montant,Type,Timestamp,Origine,Destination
137050.0,CASHIN,2018-06-15 18:31:35,339264382905,339353159
283000.0,CASHIN,2018-06-15 18:32:09,339264382905,339353153
277094.0,CASHIN,2018-06-15 18:32:50,339264382905,339353153
219300.0,CASHIN,2018-06-15 18:32:56,339264382505,339353159
211300.0,CASHIN,2018-06-15 18:33:22,339264382905,339353159
130000.0,CASHIN,2018-06-15 18:34:04,339264382905,339353153
355800.0,CASHIN,2018-06-15 18:36:01,339264382505,339353159
245050.0,CASHIN,2018-06-15 18:37:06,339264382505,339353159
317900.0,CASHIN,2018-06-15 18:38:54,339264382905,339353159
50000.0,P2P,2018-06-15 18:41:07,339227507643,339221363242
5000.0,P2P,2018-06-15 18:49:34,339223816900,339226594607
282300.0,CASHIN,2018-06-15 19:00:23,339264382918,339353159
1000.0,P2P,2018-06-15 19:03:11,339269437733,339224932549
2800.0,PAYMENT,2018-06-15 19:03:14,339227235775,339339937
1000.0,P2P,2018-06-15 19:21:24,339267544712,05620
7400.0,PAYMENT,2018-06-15 19:25:46,70763,339339937
10500.0,P2P,2018-06-15 19:30:53,339269176015,339261531653
2000.0,PAYMENT,2018-06-15 19:37:29,339229329810,339339951
4000.0,PAYMENT,2018-06-15 19:40:13,339221459898,339339573
10000.0,P2P,2018-06-15 19:50:34,339228542904,339244283449
1700.0,PAYMENT,2018-06-15 20:01:33,339225479822,339339573
100.0,P2P,2018-06-15 20:10:25,339229200278,339244195188
3800.0,PAYMENT,2018-06-15 20:20:19,339220937048,339339551
40000.0,P2P,2018-06-15 20:21:13,339229200278,339244195188
14436.0,PAYMENT,2018-06-15 20:45:39,339222084499,339339530
150.0,PAYMENT,2018-06-15 20:50:22,339222084499,339339530
5000.0,P2P,2018-06-15 21:10:23,339221424651,339269972347
1300.0,PAYMENT,2018-06-15 21:13:14,339261344445,339339530
90000.0,P2P,2018-06-15 21:14:42,339228348075,339223816900
2150.0,PAYMENT,2018-06-15 21:16:43,339261344445,339339530
222750.0,CASHIN,2018-06-15 21:17:17,339264382918,339353153
5000.0,P2P,2018-06-15 21:17:20,339269972347,339229849792
100.0,P2P,2018-06-15 22:02:52,339221964709,339225258888
500.0,P2P,2018-06-15 22:27:35,339227880630,339281133064
1999.0,P2P,2018-06-15 22:36:15,339225109618,339229685241
100.0,P2P,2018-06-15 23:31:09,339228613130,75252
10000.0,P2P,2018-06-15 23:35:37,339222179957,339267541018
10000.0,P2P,2018-06-16 04:27:45,339222084470,339222694173
600.0,PAYMENT,2018-06-16 08:39:50,339221459898,339339573
5025.0,P2P,2018-06-16 08:58:09,339229644243,339224150561
1999.0,P2P,2018-06-16 09:03:35,339252457034,339221106411
241200.0,CASHIN,2018-06-16 09:08:30,339264382578,339353159
390900.0,CASHIN,2018-06-16 09:09:27,339264382578,339353153
181150.0,CASHIN,2018-06-16 09:09:53,339264382557,339353159
2000.0,P2P,2018-06-16 09:11:54,339223219701,339221106411
2000.0,P2P,2018-06-16 09:13:21,339223219701,61148
2000.0,P2P,2018-06-16 09:14:17,339221106411,339225819936
287750.0,CASHIN,2018-06-16 09:16:56,339264382531,339353159
416100.0,CASHIN,2018-06-16 09:17:54,339264382531,339353153
74850.0,CASHIN,2018-06-16 09:37:48,339264382528,339353159
669995.0,CASHIN,2018-06-16 09:41:55,339264382511,339353153
460250.0,CASHIN,2018-06-16 09:43:32,339264382511,339353159
300.0,PAYMENT,2018-06-16 09:45:48,339221361959,339339539
53400.0,CASHIN,2018-06-16 09:47:40,339229662084,339353159
47550.0,CASHIN,2018-06-16 09:48:16,339229662084,339353159
50800.0,CASHIN,2018-06-16 09:48:44,339229662084,339353159
44450.0,CASHIN,2018-06-16 09:49:33,339229662084,339353159
510150.0,CASHIN,2018-06-16 09:51:10,339264382996,339353159
388100.0,CASHIN,2018-06-16 09:59:04,339264382500,339353159
81850.0,CASHIN,2018-06-16 10:06:00,339264382983,339353159
94450.0,CASHIN,2018-06-16 10:06:55,339264382983,339353159
60000.0,CASHIN,2018-06-16 10:17:23,339264382952,339353153
10050.0,P2P,2018-06-16 10:22:18,339224424212,339223038465
393700.0,CASHIN,2018-06-16 10:23:09,339264382952,339353159
566800.0,CASHIN,2018-06-16 10:24:52,339264382952,339353159
171400.0,CASHIN,2018-06-16 10:29:12,339264382505,339353159
40750.0,CASHIN,2018-06-16 10:30:51,339264382952,339353153
150850.0,CASHIN,2018-06-16 10:41:16,339264382550,339353159
174000.0,CASHIN,2018-06-16 10:46:20,339264382905,339353159
140303.0,CASHIN,2018-06-16 10:47:22,339264382905,339353153
127625.0,CASHIN,2018-06-16 10:53:32,339264382550,339353153
5000.0,P2P,2018-06-16 10:56:11,339229301435,339253560403
474000.0,CASHIN,2018-06-16 10:58:51,339264382952,339353159
87325.0,CASHIN,2018-06-16 11:00:08,339264382952,339353153
74250.0,CASHIN,2018-06-16 11:06:45,339264382952,339353153
129200.0,CASHIN,2018-06-16 11:10:25,339264382982,339353159
119600.0,CASHIN,2018-06-16 11:20:08,339229662095,339353159
48250.0,CASHIN,2018-06-16 11:21:11,339264942783,339353159
500.0,P2P,2018-06-16 11:25:25,339253560403,339223448666
3000.0,PAYMENT,2018-06-16 11:31:13,339225773194,339339554
12000.0,P2P,2018-06-16 11:32:05,339228150504,339221363242
1000.0,P2P,2018-06-16 11:41:54,339223017583,339228793393
5000.0,P2P,2018-06-16 11:49:12,339227663585,339221363242
300.0,PAYMENT,2018-06-16 11:54:58,339267413995,339339573
1500.0,PAYMENT,2018-06-16 11:55:07,339228123736,339339954
5000.0,P2P,2018-06-16 11:56:18,339263769045,339268730477
197148.0,CASHIN,2018-06-16 12:10:13,339264382963,339353153
80200.0,CASHIN,2018-06-16 12:12:00,339264382963,339353159
4000.0,P2P,2018-06-16 12:19:33,339268730477,339263769045
500.0,P2P,2018-06-16 12:33:03,339253560403,35366
3000.0,P2P,2018-06-16 12:35:15,339222934963,339261531653
500.0,P2P,2018-06-16 12:51:34,339253560403,61282
1000.0,P2P,2018-06-16 13:09:58,339227880630,339221966825
500.0,P2P,2018-06-16 13:10:23,339253560403,45073
1000.0,P2P,2018-06-16 13:15:49,339269972347,61030
500.0,P2P,2018-06-16 13:17:21,339227880630,339269149129
100.0,PAYMENT,2018-06-16 13:18:57,339222755335,339339939
500.0,P2P,2018-06-16 13:20:25,339227139283,339221361959
3010.0,P2P,2018-06-16 13:21:50,339261319866,339267864035
9050.0,PAYMENT,2018-06-16 13:36:56,339229162820,339339556
140000.0,P2P,2018-06-16 13:43:11,339221721676,339229652575
500.0,P2P,2018-06-16 13:44:40,339227880630,339220047303
400.0,PAYMENT,2018-06-16 13:44:40,339269844670,339339537
20000.0,P2P,2018-06-16 13:44:57,339221721676,339229262187
100.0,PAYMENT,2018-06-16 13:46:34,339226581808,339739958
515000.0,P2P,2018-06-16 13:46:37,339224388000,339221103380
1000.0,P2P,2018-06-16 13:52:23,339227880630,339269917687
250.0,P2P,2018-06-16 13:52:39,339253560403,77226
48300.0,PAYMENT,2018-06-16 14:00:12,339261003278,339339551
1500.0,P2P,2018-06-16 14:11:19,339226513593,72904
17500.0,P2P,2018-06-16 14:13:02,339221349235,339226581808
6000.0,P2P,2018-06-16 14:13:18,339228349112,339229019084
17500.0,PAYMENT,2018-06-16 14:13:53,339226581808,339339931
250.0,P2P,2018-06-16 14:14:50,339253560403,339223386978
5000.0,P2P,2018-06-16 14:16:52,339254415147,339223504141
1950.0,PAYMENT,2018-06-16 14:24:10,339228666229,339339554
50.0,P2P,2018-06-16 14:38:42,339244961385,339269719010
6000.0,PAYMENT,2018-06-16 14:40:20,339229019084,339339931
1757950.0,CASHIN,2018-06-16 14:41:16,339264382591,339353159
24316.0,PAYMENT,2018-06-16 14:46:24,339228212488,339339551
868650.0,CASHIN,2018-06-16 14:46:28,339264382591,339353153
204000.0,CASHIN,2018-06-16 14:48:20,339264382591,339353153
395600.0,CASHIN,2018-06-16 14:49:09,339264382591,339353159
500.0,P2P,2018-06-16 14:51:11,339227880630,339241155453
20000.0,PAYMENT,2018-06-16 15:04:16,339220937048,339339797
250.0,P2P,2018-06-16 15:04:50,339253560403,339243591028
500.0,P2P,2018-06-16 15:16:11,339227880630,339263085800
36000.0,P2P,2018-06-16 15:17:25,339242000053,339220746906
250.0,P2P,2018-06-16 15:20:11,339253560403,12232
2800.0,PAYMENT,2018-06-16 15:24:53,339228233289,339339573
20.0,P2P,2018-06-16 15:28:03,339245966894,339221106411
500.0,P2P,2018-06-16 15:33:10,339227880630,339225318709
100.0,PAYMENT,2018-06-16 15:51:44,339221349235,339739958
100.0,PAYMENT,2018-06-16 16:07:38,339221349235,339959929
500.0,P2P,2018-06-16 16:23:40,339268906633,339220342264
4500.0,P2P,2018-06-16 16:25:16,339254415147,25185
10.0,PAYMENT,2018-06-16 16:25:19,339222053647,339287428115
4300.0,PAYMENT,2018-06-16 16:26:07,25185,339339951
10.0,PAYMENT,2018-06-16 16:26:10,339247952274,339287428649
1000.0,P2P,2018-06-16 16:32:08,339227880630,339268384174
500.0,P2P,2018-06-16 16:33:10,339227880630,62994
1500.0,PAYMENT,2018-06-16 16:47:06,339224864587,339339951
100.0,P2P,2018-06-16 16:59:03,339264770326,13029
100.0,P2P,2018-06-16 17:14:38,339221349235,339244765736
50.0,P2P,2018-06-16 17:15:49,339221399401,339221349235
100.0,P2P,2018-06-16 17:16:24,339244765736,339221349235
500.0,P2P,2018-06-16 17:21:31,339222653897,339220241495
1550.0,PAYMENT,2018-06-16 17:36:47,339225479822,339339573
25000.0,P2P,2018-06-16 17:39:09,339222084470,339222694173
3800.0,P2P,2018-06-16 17:40:00,339228549060,339221089180
25000.0,P2P,2018-06-16 17:42:30,339222084470,339222694173
500.0,PAYMENT,2018-06-16 17:46:13,339228322949,339339951
75000.0,P2P,2018-06-16 18:06:22,339224889947,339226357256
2800.0,PAYMENT,2018-06-16 18:13:06,339222885305,339339933
3800.0,PAYMENT,2018-06-16 18:34:13,339229172620,339339933
7000.0,P2P,2018-06-16 18:42:31,339268253107,339261531653
548550.0,CASHIN,2018-06-16 18:45:13,339264382952,339353159
5600.0,PAYMENT,2018-06-16 18:50:15,339249335285,339339959
1500.0,P2P,2018-06-16 19:03:50,339263617600,339220554146
2800.0,PAYMENT,2018-06-16 19:04:24,339259556861,339339933
4150.0,PAYMENT,2018-06-16 19:10:37,339243546541,339339539
10000.0,P2P,2018-06-16 19:33:03,339226119829,339226231724
2500.0,P2P,2018-06-16 19:46:27,97441,339263899033
8950.0,PAYMENT,2018-06-16 20:11:43,339228916529,339339552
300000.0,P2P,2018-06-16 20:18:01,339224779292,339261688603
500.0,P2P,2018-06-16 20:20:26,339227880630,339281133064
4200.0,PAYMENT,2018-06-16 20:21:56,339222084499,339339530
3000.0,P2P,2018-06-16 20:21:56,339228288769,339227235775
3600.0,PAYMENT,2018-06-16 20:25:14,339228101244,339339530
3000.0,P2P,2018-06-16 20:26:04,339227235775,339221094677
1900.0,PAYMENT,2018-06-16 20:47:08,339227162060,339339554
1000.0,P2P,2018-06-16 21:02:02,339247425503,339244195188
2000.0,P2P,2018-06-16 21:30:24,339247778702,339226212975
34300.0,PAYMENT,2018-06-16 21:37:23,339228821074,339339530
2500.0,PAYMENT,2018-06-16 21:57:27,339222220246,339339933
1.0,P2P,2018-06-16 22:26:36,339223729446,339221209835
3000.0,P2P,2018-06-16 22:41:24,339221094677,339263056451
150000.0,P2P,2018-06-16 22:54:53,339224779292,339221354693
6200.0,P2P,2018-06-16 22:58:59,339224779292,339221157424
100000.0,P2P,2018-06-16 23:04:00,339261688603,339226328540
5050.0,P2P,2018-06-16 23:37:06,339223219701,61148
2000.0,P2P,2018-06-17 00:08:41,339228976306,339264527673
2000.0,P2P,2018-06-17 08:02:56,339253560403,339254402679
242650.0,CASHIN,2018-06-17 08:31:46,339264382578,339353159
176100.0,CASHIN,2018-06-17 08:32:19,339264382578,339353153
310650.0,CASHIN,2018-06-17 08:40:43,339264382531,339353159
35750.0,CASHIN,2018-06-17 08:41:19,339264382531,339353153
197100.0,CASHIN,2018-06-17 09:11:17,339264382930,339353159
31800.0,CASHIN,2018-06-17 09:13:55,339229662084,339353159
125750.0,CASHIN,2018-06-17 09:18:51,339264382500,339353159
58950.0,CASHIN,2018-06-17 09:19:56,339264382528,339353159
18000.0,P2P,2018-06-17 09:24:09,339223816900,339227638611
272000.0,CASHIN,2018-06-17 09:30:36,339264382561,339353159
127700.0,CASHIN,2018-06-17 09:47:25,339264382557,339353159
1500.0,PAYMENT,2018-06-17 09:51:10,339264720249,339339786
163950.0,CASHIN,2018-06-17 10:07:41,339264382982,339353159
137000.0,CASHIN,2018-06-17 10:08:17,339264382505,339353159
158400.0,CASHIN,2018-06-17 10:10:22,339264382546,339353159
10000.0,PAYMENT,2018-06-17 10:10:57,339220422371,339339710
159200.0,CASHIN,2018-06-17 10:24:06,339264382905,339353159
205027.0,CASHIN,2018-06-17 10:24:55,339264382905,339353153
36900.0,CASHIN,2018-06-17 10:36:25,339264942783,339353159
100.0,PAYMENT,2018-06-17 10:41:10,339227464935,339339990
2775.0,PAYMENT,2018-06-17 10:44:31,339228859249,339339539
143950.0,CASHIN,2018-06-17 10:50:10,339264382550,339353159
105000.0,CASHIN,2018-06-17 10:51:08,339264382550,339353153
9500.0,CASHIN,2018-06-17 10:59:49,339264183097,339353159
1900.0,PAYMENT,2018-06-17 11:11:37,339254843445,339339573
